Feature	Number of Connections
AK5	0
B4GALT7	0
MED17.1	0
AC105233.3	0
RBBP8P1	0
FAM234A	0
CCDC178	0
FAM110A	0
CACNA1E	0
SEZ6L2	0
CTTN.15	0
AC010733.1	0
MT-TQ	0
BCLAF1.31	0
DYDC2	0
RPS23P5	0
CHCHD4P5	0
AC104472.5	0
MON1B	0
AL160281.1	0
RPL5P23	0
TAF6	0
FP565171.1	0
CD8A	0
DSP.15	0
PSMA5	0
C5AR1	0
CHTF8P1	0
MIR940	0
AL078621.4	0
TLK1P1	0
URGCP	0
AKAP1.1	0
U2SURP.5	0
AC092435.1	0
NAP1L2	0
MYCNUT	0
AC099063.4	0
SLC25A46.5	0
ARHGEF40	0
CDNF	0
MAML1	0
RBM12B-AS1	0
GATAD2A.5	0
CEBPE	0
PTDSS1	0
PRAF2	0
MTMR1	0
ALDOB	0
CCDC102B	0
AC012181.1	0
TMEM43	0
AC079414.3	0
AC011475.1	0
ENO1	0
LMNB2	0
OPN5	0
LDHAP2	0
AC008764.3	0
CDX4	0
PYGO1	0
CDX2	0
IGKV1D-16	0
ADAR	0
hsa-miR-215-3p	0
DMAP1.1	0
SSR4	0
TMEM266	0
OSBPL11.7	0
AHNAK2.38	0
KRT19.1	0
AC021646.2	0
CDC16.1	0
TRIM28.4	0
MIR4516	0
MADD	0
AC129507.3	0
PRPF19	0
SLC25A48-AS1	0
STK10.6	0
hsa-miR-4690-5p	0
HAO2	0
CLIP4	0
LINC00898	0
SPEF1	0
DHX16	0
KRT20.4	0
TRPM4.2	0
TELO2	0
PRAMEF9	0
SLC9A1	0
RSL24D1P3	0
WDR7	0
SNUPN	0
C19orf53	0
MSANTD2	0
NLRP7	0
GOLGA2P7	0
KIAA1217	0
CCDC183	0
MTCYBP34	0
PPP1R9B.1	0
ZNF687.11	0
ESRRAP1	0
NPM1P52	0
AL365475.1	0
CKMT2-AS1	0
LINC02050	0
AL590560.4	0
CEBPG	0
GIMAP1	0
AL645941.2	0
LINC01639	0
AL360006.1	0
CWC15	0
PKHD1L1	0
TAOK2.2	0
YY1.1	0
OR10X1	0
C20orf197	0
AC231981.1	0
GAPVD1.2	0
IGHD	0
VPS37C	0
CEND1.1	0
AFDN.24	0
USP54.4	0
AP001160.2	0
SPHK2	0
OR5P3	0
hsa-miR-199b-5p	0
ZNF318.14	0
C17orf113	0
AF131216.2	0
SLC2A6	0
TRAPPC3	0
Z99755.2	0
OGFR	0
hsa-miR-4645-3p	0
PIK3CG	0
AC092656.1	0
CLCN2	0
LRRC56	0
TMEM86A	0
AC009248.3	0
IGLC3	0
NEBL	0
FAM193B	0
FKRP	0
AP005131.2	0
SRSF10	0
AXIN1.2	0
hsa-miR-1343-5p	0
AC138625.1	0
GCSAML	0
SYT5	0
RN7SL307P	0
RNF128	0
B3GNT8	0
AKR1B1P2	0
TBKBP1	0
COMMD1	0
EPRS1	0
SLC4A2	0
TYK2	0
TANC1	0
GBP4.1	0
AP005436.4	0
IGLV1-51.1	0
FCHO1.1	0
AC008105.1	0
TBC1D17	0
AC010325.2	0
WASH6P	0
UBR5	0
ZFP36L2.1	0
INTS6L-AS1	0
LINC01990	0
CECR3	0
TMTC1	0
KLF2.1	0
ZBTB17	0
CTNND1.10	0
AC109322.1	0
AC009244.2	0
FAM120A.2	0
ZC3H18.3	0
AC026801.1	0
ZNF723	0
nan	0
AC079031.1	0
NSFL1C.3	0
RGL4	0
SERPINA9	0
LINC02104	0
NOL8.4	0
OR4N3P	0
LIMA1.14	0
OR10AH1P	0
PLEC.28	0
AKAP13.23	0
PRSS23	0
CCL15-CCL14	0
CAMSAP3.18	0
USP19.1	0
FAM124B	0
SSRP1	0
LINC00271	0
hsa-miR-3143	0
AC026780.2	0
SYNE1	0
PNPLA6.1	0
WIPF2	0
SPHK2.1	0
PHLDB1.22	0
PRR3	0
HEXA	0
C12orf10	0
CASKIN2.13	0
TMEFF2	0
AC092070.3	0
CLASP1.5	0
FAM83B.3	0
SRSF7.3	0
USP6NL.1	0
KHSRP.2	0
MEF2D.4	0
MYC.1	0
CCDC130	0
LZTS2.3	0
PDYN	0
AC097488.1	0
INO80D	0
IGKV1OR2-118	0
AC130467.1	0
CDHR5.1	0
ANKS4B	0
ADGRG1	0
AL021918.1	0
DNAJA3.1	0
C2CD2L	0
RETREG3.6	0
ITGA4	0
TANK.7	0
AP004607.3	0
HADH	0
MMP26	0
MIDEAS.2	0
TMEM252	0
SMARCC1.5	0
nan.8	0
NUP62	0
SLC12A4.4	0
GRASP.1	0
CSRP1.6	0
AL158207.1	0
KCNJ8	0
HSPA13	0
CLUH	0
SF3A2	0
TNS3	0
CD74	0
MYCNOS	0
AC104581.3	0
ZNF812P	0
MTCYBP43	0
RELCH.8	0
BCAP29	0
RPS29P19	0
PPIAP59	0
AC090739.1	0
OCIAD1	0
RANBP9	0
TCEA1.1	0
hsa-miR-140-3p	0
ZNF217	0
TDP1	0
ADSS1	0
RNVU1-18	0
AL049780.3	0
AC026624.1	0
AC073912.3	0
AC055733.1	0
DRICH1	0
USP14	0
RIN1	0
PELI2	0
SLC10A2	0
PRPS1	0
MBD3L2	0
ANK3.5	0
AL049543.1	0
SPATA18.1	0
ITGB4.3	0
EVI2B	0
CCDC144NL	0
TNKS1BP1.31	0
AL136982.5	0
HP1BP3.9	0
ZNF687.15	0
SCARNA2	0
PRAMEF1	0
KIAA1671.6	0
CAP2P1	0
AC022148.2	0
SLC26A6	0
ZNF233	0
AC091488.1	0
ATG4B	0
PCDH7	0
HERPUD1	0
SOWAHD.1	0
ZBTB7A.1	0
ZNF174	0
CNMD	0
TRIM53CP	0
TRAF3IP1	0
LINC00391	0
RNASE4	0
ATP6V1A	0
PDCD6IPP2	0
hsa-miR-4687-5p	0
AC007834.2	0
TRIM13	0
AL356747.1	0
AC103758.1	0
ANKRD30BP2	0
HLA-B.1	0
AL034370.1	0
GSE1	0
OR13D1	0
ZNF703.2	0
AC121334.1	0
TMEM9B	0
AC016027.5	0
AC087235.2	0
NAT8	0
SPATA31E1	0
AL645998.1	0
RNU6-204P	0
hsa-miR-4484	0
PRRG2	0
C2orf49	0
SMC5.1	0
PLEKHG3.10	0
AC099524.1	0
ZNF212	0
INPPL1.1	0
PRKAR2B-AS1	0
AP001363.1	0
CC2D1A.9	0
RHBDF2.7	0
MTND4P22	0
AC079148.3	0
EPHB2.2	0
PCIF1	0
SNX2	0
MET.1	0
LINC02110	0
SLC39A5	0
YJEFN3	0
DTNBP1	0
RBM15.9	0
TSPAN12	0
LINC01716	0
ATXN7L3	0
LINC00850	0
APBB1IP	0
AC018467.1	0
GIMAP5	0
UPF1	0
GFOD2	0
AL512408.1	0
ADGRA2	0
AL139400.1	0
PCLO.1	0
ATP8B1.1	0
AC111194.2	0
MDFIC2	0
AC083906.4	0
MAP1B.53	0
AL137058.2	0
DOCK7.6	0
RNU1-28P	0
LINC00511	0
NXPE3	0
SLA	0
KNOP1.1	0
hsa-miR-6756-3p	0
APLP2	0
LINC01315	0
RNU6-548P	0
PUDPP2	0
KIF3B	0
AC099548.2	0
LCP1	0
AC243562.1	0
RFTN1	0
RNA5SP151	0
UBR5.1	0
AC117415.2	0
PARD3	0
LINC01251	0
AC098656.1	0
AC138854.1	0
TBL3	0
ZBTB44	0
AL132709.8	0
EIF3B	0
SYNPO2.29	0
AC103810.9	0
AMMECR1L	0
FAM83H	0
SBK3	0
UBE2E2-AS1	0
PKNOX2-AS1	0
MYC	0
RPS20P15	0
CCDC69	0
ZNF318.31	0
SEMA3F-AS1	0
hsa-miR-766-5p	0
LINC02030	0
OTUD3	0
AC107222.1	0
FKBP15	0
IFITM3P9	0
SYT4	0
PLXND1	0
SPRR3	0
AL358875.1	0
AC093840.1	0
RN7SL683P	0
ARGLU1	0
SPINT2.1	0
HNRNPUL1	0
TCF20.1	0
UGT2B17	0
AC006449.7	0
PRRC2C.18	0
AC108860.2	0
APOBEC3G	0
HCK	0
AP000873.2	0
AC073288.1	0
AP000866.6	0
NTF3	0
RN7SKP98	0
PYGM	0
TRGV10	0
WASL.4	0
UBAP1	0
MAPK10	0
NMUR2	0
NR3C1	0
VIPR1-AS1	0
KIAA0753	0
TTC38	0
MTND2P21	0
AC097381.2	0
PDE3A	0
APOB	0
CD28	0
AKAP12	0
RPS3AP49	0
TSEN2.1	0
NRIP2	0
PARGP1	0
IRS2.6	0
LETMD1	0
TNS2.29	0
MAP1S.14	0
AC006349.1	0
SCPEP1	0
hsa-miR-6888-5p	0
AC073488.5	0
ZNF106	0
TXK	0
AC138466.4	0
AL021546.1	0
MMRN1	0
CFAP161	0
AL079338.1	0
AL137003.1	0
AL592161.1	0
AL451166.1	0
PNMA6E	0
KHDRBS2	0
ULK1	0
AC092471.1	0
TBL1XR1	0
HNRNPA2B1.13	0
AL121992.1	0
SIGLEC8	0
NOL8.10	0
PKP1.2	0
P2RX1	0
TMEM177	0
SYNGR1	0
CRKL	0
AL035258.1	0
AKAP17A	0
PRKRA.1	0
BPIFA2	0
HUWE1.20	0
RPSAP6	0
CCR6	0
FUBP3	0
LYRM4	0
POU5F1B	0
FAM13C	0
CC2D1B	0
TRMT9B	0
IQCF6	0
LRIT2	0
GIT1.1	0
ZNF565	0
AC055807.1	0
TRIM21	0
LLGL2	0
TJP3	0
AL592071.1	0
AC007114.1	0
AC004920.1	0
LINC02761	0
AP003419.3	0
EIF2B1	0
ZNF184.1	0
AC124854.1	0
LINC01405	0
ZNF703	0
AL355987.3	0
AP000442.1	0
NGRN	0
LSP1.8	0
MYO5A	0
PTPN11	0
MICAL1.2	0
KLHDC4	0
SRGAP2	0
HGS	0
PPIAP5	0
SLC1A5	0
CXCR1	0
GPR183.3	0
VPS52	0
LINC01069	0
MIR223HG	0
AGTRAP	0
hsa-miR-125b-1-3p	0
RPRD1B	0
LPXN	0
AP004290.1	0
SNAPC4	0
AC025449.1	0
SHROOM2.9	0
SS18L1	0
CFTR.6	0
AKAP8L.1	0
PAK2.4	0
PSME2	0
ANKS4B.3	0
BTN3A1	0
NEK9	0
AC092669.1	0
hsa-miR-3920	0
EEA1.3	0
AL390729.1	0
OR7E62P	0
AC131274.3	0
RPL23AP67	0
LYNX1	0
CDC42EP1.3	0
SH2D3C.3	0
LINC02344	0
AC110620.2	0
AC008696.2	0
PAPPA2	0
hsa-miR-5584-5p	0
ATP6V0D1	0
CTU1	0
FP326651.2	0
ACACB.2	0
NSUN5P1	0
DHCR7	0
MTMR4.1	0
AL445189.2	0
SMPD3.6	0
UHRF1BP1L.3	0
AC024603.1	0
CTSC	0
AC132216.1	0
KCNJ10	0
TTLL11-IT1	0
ZNF768.5	0
PSMA8	0
TOP3A	0
AL161941.1	0
PKN1.1	0
FTH1P12	0
AL157392.4	0
PLPP7	0
PTBP1	0
A1CF	0
hsa-miR-4654	0
AFF2	0
AC108210.2	0
IRS1.8	0
B3GNT3	0
WEE1.2	0
PCDHB1	0
KRT16P2	0
ZC3H18.9	0
FCER1G	0
DOCK7.2	0
C8orf82	0
AL132708.1	0
EHBP1.10	0
AC109811.1	0
WWOX	0
RPS10P21	0
RCC2	0
MAPK6P6	0
LYPLAL1-DT	0
AC000035.1	0
TYW5	0
NELFA.2	0
IPO8	0
C19orf73	0
IGHV1-69D	0
AC007823.1	0
AC099518.2	0
AC106886.4	0
AC004943.2	0
AL662899.3	0
SOX12	0
SLC12A7.1	0
AF129075.2	0
FAF1	0
DSG2.8	0
ATP6V1B2	0
MED19	0
ZNF331	0
AL445648.1	0
TVP23CP1	0
SPPL3	0
ARHGAP9	0
LINC01950	0
AC010503.5	0
AC008127.2	0
UCP2	0
ANKS1A	0
TRIP11	0
NTSR1.1	0
ZNF692	0
NPAT.2	0
STOM	0
SIGLEC6	0
CD2BP2	0
hsa-miR-196a-5p	0
PCDH18.2	0
INPP5D.3	0
RANBP2.16	0
IGKV2-26	0
ECT2L	0
TMF1.4	0
LINC02313	0
CYCSP45	0
IFITM3P1	0
ZC3H18.16	0
PLAC9	0
C1orf167-AS1	0
AL353604.1	0
SPATA31A6	0
USP43	0
PHACTR1	0
LINC01820	0
LINC01800	0
IL10RA	0
IQCE	0
SLIRP.2	0
AL451062.4	0
HSD17B3-AS1	0
AFDN.13	0
AC004584.2	0
MFF.2	0
SCD	0
LINC02288	0
AC092814.1	0
RD3	0
AC009230.1	0
MTCO1P8	0
WRBP1	0
ZMAT4	0
REPS1.14	0
hsa-miR-433-5p	0
BCKDK.1	0
AC003070.1	0
IGHV3-53	0
BATF3	0
IGKV5-2	0
PSAT1P1	0
HSPA8.2	0
ZNF623	0
TPX2.1	0
ATP6V0D2	0
PRPF4B.20	0
VRK3.3	0
AC016065.1	0
SP140	0
LINC02160	0
VN1R108P	0
ENSAP3	0
ZNF782	0
ZNF777	0
KRT19P2	0
THAP8	0
hsa-miR-656-3p	0
DSG2.14	0
GEMIN8.1	0
LINC01673	0
DENND6A	0
PROSER1	0
AC004597.1	0
NRP1	0
WNK3	0
AC093536.1	0
AC127002.1	0
AC108169.1	0
HNF1A	0
IGHGP	0
RIMBP3C	0
ZNF250	0
BRD4.1	0
DLD	0
GTF3C6	0
FCHO2	0
Z80897.2	0
ZNF414	0
CACNB2	0
ZNF324B	0
LSM14B.1	0
HGH1	0
AP003040.1	0
OR7E149P	0
WDR75	0
DNAH8-AS1	0
RAB20.1	0
ANKRD11	0
IGLV1-51	0
RBM26	0
ELOA3	0
AFDN.17	0
DLGAP1-AS5	0
KHSRP.3	0
hsa-miR-4461	0
MRPS31P2	0
hsa-miR-3173-5p	0
CYP3A4	0
AP001172.1	0
HSF4	0
ATP5MC2P3	0
ABLIM3	0
OPLAH	0
FERMT3.2	0
LMO2	0
IGHV1-2	0
KDM1B.1	0
ZNF316.1	0
AC116563.1	0
LINC01728	0
MTRNR2L3	0
MRC1	0
OR14J1	0
CTNND1.7	0
AC008264.2	0
MGAM2	0
AC007009.1	0
GLI4	0
TNFAIP2	0
AP000779.1	0
PLCZ1	0
PIP5K1B.1	0
AL831711.1	0
ITCH-AS1	0
CLPB	0
AC073869.1	0
COG1	0
RN7SL201P	0
LINC02054	0
C7orf26	0
UTP3.2	0
SEC16A.16	0
CHORDC1	0
SCLT1.1	0
MAP2K7.3	0
TCEA3.3	0
KDM4B	0
ZNF321P	0
SLCO4A1	0
PLG	0
C5orf64-AS1	0
PLD3	0
B2M	0
PIK3R6	0
NDUFS3	0
AC010542.1	0
C12orf40	0
CSPP1	0
CNOT3.2	0
AFF4.3	0
PHRF1.7	0
GAPDHS	0
AC084026.1	0
RING1	0
DSCAM-AS1	0
AC068789.1	0
hsa-miR-199a-3p	0
AC007991.3	0
UNCX	0
AC006441.3	0
CNOT1	0
DNAAF3	0
DYNC1LI1.8	0
CSNK1A1	0
GPR88	0
TXNL1	0
HTR3C	0
DDR2.1	0
RBMS1	0
AC022679.2	0
VNN1	0
PRR5	0
TERF1P5	0
CR392039.3	0
ARHGEF10L.2	0
FAM20A	0
AL109741.1	0
LINC02280	0
ACMSD	0
AL049870.3	0
AC008494.2	0
FXR2	0
AC099342.1	0
TRBV18	0
ANKRD13D	0
LINC02303	0
ZFP64	0
AC245054.2	0
MRM1	0
WNT1	0
PRKCB	0
AL592164.1	0
AC026785.2	0
CTBP2	0
IL1RL1	0
ACTG1P4	0
hsa-miR-4493	0
NUDT19P4	0
AC005943.1	0
JMJD1C.5	0
DEFB109A	0
VN1R76P	0
hsa-miR-4802-3p	0
EDC4	0
AP000967.1	0
AL133467.1	0
SCG5	0
ADNP.5	0
TYMP.1	0
ADNP.2	0
hsa-miR-6798-5p	0
hsa-miR-548ag	0
TENM1	0
EMSY.2	0
AC099568.2	0
SKAP2.3	0
AL121892.1	0
LINC02047	0
WDR37	0
FBL	0
AC025279.1	0
AC027644.4	0
POF1B.5	0
MICAL3.8	0
SEC24D	0
AC022509.2	0
BEND4	0
EID1	0
AC009951.2	0
AL499604.2	0
RPL27P7	0
PIK3C2B.2	0
BOD1L1.14	0
NOP14.2	0
LAP3.1	0
NR6A1	0
RPL21P2	0
TYRP1	0
PHBP12	0
PHF3.7	0
AL353689.1	0
PAK1	0
OR2L13	0
IGHV3OR16-10	0
AC024560.5	0
ZNF331.1	0
NES.19	0
PHETA1	0
RHOXF1P1	0
ACTBL2	0
AP001330.4	0
AP000445.1	0
RAB39B	0
SHARPIN.1	0
AL355862.1	0
AC097372.2	0
PVALB	0
TLR5	0
AL390719.3	0
LINC01940	0
PRKAR2B	0
RNU6-42P	0
AC012618.1	0
AC114284.1	0
PRICKLE2-AS2	0
SYNM.52	0
AKAP12.41	0
GPSM1.1	0
ADGRA3	0
AC092134.3	0
AL627443.1	0
AC093772.1	0
DPF2	0
AL357992.1	0
CDK7	0
AC008556.1	0
AP2A1	0
AC092375.2	0
CASKIN2.5	0
hsa-miR-502-5p	0
KBTBD11	0
KCNJ11	0
PI4KAP2	0
hsa-miR-4779	0
FKBP15.5	0
ZACN	0
AC005102.1	0
GNB1	0
AL138885.3	0
PIGQ	0
LINC01362	0
ARFGEF3.3	0
CCDC136	0
AL645608.6	0
AC093249.6	0
OR1S2	0
AL732292.1	0
LINC01089	0
SOS1-IT1	0
AL035409.2	0
RASSF2	0
NUP153.10	0
GPSM2	0
AC123567.1	0
HNRNPA1P46	0
EEF1B2.3	0
AL031056.1	0
AHNAK2.3	0
MS4A1	0
BEX1	0
YLPM1.3	0
AP000873.4	0
DHX30	0
Z99943.2	0
hsa-miR-5008-3p	0
ARL2BPP3	0
ADAM17	0
TCF4.4	0
SH3RF1	0
TMSB4XP4	0
RXRA	0
LINC02598	0
DRAXIN	0
FOXL3	0
AL445465.2	0
NEFHP1	0
MYO5B.3	0
CNR2	0
TAF6L	0
SNHG1	0
ENGASE	0
ZNF707	0
LAMTOR1	0
TAB2	0
CDK13.20	0
AC008875.3	0
IL18BP	0
SLF2	0
SEM1P1	0
ARRDC1-AS1	0
LXN	0
RN7SL339P	0
AL731533.3	0
IL6STP1	0
AC013270.1	0
LINC01995	0
GABPA	0
INPP5J	0
ALDH1A3.1	0
KRT8P30	0
SLIRP	0
MTRES1	0
AC018878.1	0
TALDO1	0
ZC3H15	0
MBD1.4	0
TM4SF18	0
SNRNP70.2	0
AC022098.2	0
H4C11	0
CAV3	0
AC021733.3	0
KIAA1671.9	0
LINC02765	0
BX119321.1	0
PDS5A	0
TMSB15A	0
LINC02840	0
AC048382.5	0
ALDH3B2	0
PATJ	0
CACNA2D3-AS1	0
PTGDS	0
TNIP2	0
ACTL10	0
AC048344.1	0
TNS1.97	0
CCND3P1	0
RBBP6	0
TMEM273	0
AC097639.1	0
AC002064.3	0
CYLD	0
ZNF711	0
COG5	0
C5AR2	0
ZNF526	0
ADRB2	0
GTF2IRD1	0
FOXO6	0
hsa-miR-4436a	0
LINC01891	0
URGCP.1	0
C9orf147	0
TMEM237	0
STAU1	0
SSH2.8	0
HOXB3	0
AC092142.2	0
JAK2	0
SPTY2D1OS	0
ASH2L	0
SYNGR1.1	0
MMP15	0
NGF-AS1	0
IGHVIII-2-1	0
RIMS4	0
SIN3A	0
PDE7B	0
LNCPRESS1	0
LINC02674	0
SIPA1L2.4	0
CDHR2	0
IGHV3-30.1	0
ATP9B	0
PKN1	0
GJA8	0
FTCD-AS1	0
IRF2BP1.9	0
hsa-miR-324-5p	0
HSF1	0
FBXO11	0
TRIM73	0
ASPSCR1.4	0
ZNF687	0
AC127024.5	0
SIX3	0
SPNS1	0
SEC22B2P	0
PAXIP1	0
FTSJ1	0
AL663058.2	0
MAPK14	0
GRIA4	0
FHDC1.2	0
PDCD4-AS1	0
CR1	0
CUL3	0
AC023538.1	0
AC007383.1	0
TJP3.17	0
WAPL.3	0
PCF11.10	0
CATIP-AS2	0
FAM9B	0
TBC1D22B	0
FAAP100	0
CCDC87	0
PLEKHG4.1	0
RN7SKP193	0
NDUFA6	0
HOMEZ	0
SAFB2.1	0
LSR	0
TBX6	0
TTLL11	0
AC079460.2	0
DNER	0
NACAP5	0
hsa-miR-6833-3p	0
HNRNPA1P16	0
AC007671.1	0
FCGR3A	0
NEU3	0
EHBP1.13	0
BCLAF1.27	0
HSH2D.2	0
RNF152	0
PPFIBP2.1	0
ARFGEF2.1	0
AC091152.2	0
EIF3D	0
FRZB	0
AP000557.3	0
AC026369.1	0
STAT2	0
Z98742.2	0
AC024941.2	0
PDE9A-AS1	0
KAT6A.1	0
CTTNBP2NL.6	0
ATM	0
AC078925.4	0
TRAV22	0
AL691482.4	0
SNORA17B	0
CXorf58	0
AC093824.2	0
APOA4	0
LAPTM5	0
PRDX6	0
LIM2	0
DDX11L16	0
PARP1	0
DPRXP7	0
hsa-miR-758-5p	0
PIK3AP1.1	0
CKBP1	0
JUND	0
TAOK1.3	0
CDK9	0
BMP2K.4	0
LINC01621	0
MEPCE	0
LSR.3	0
LINC01049	0
EHD2.3	0
AC005071.2	0
AC006460.1	0
KIF22	0
LPAR1	0
MACIR.2	0
AC099489.2	0
RPSAP13	0
hsa-miR-7110-3p	0
ENPP2	0
ZNF638.10	0
TMEM163.1	0
AC004637.1	0
LGMN	0
MPHOSPH8.11	0
AC008537.1	0
RPL5P31	0
BRD1	0
TSC22D4	0
BCL7B.2	0
DIP2C	0
DPY19L1P1	0
COL17A1	0
LINC00661	0
MAML2	0
PRR22	0
AC009784.1	0
SAMHD1.1	0
AC005332.7	0
CLEC12A	0
PF4V1	0
SSX4	0
CHD7	0
AF228730.4	0
NCLP1	0
PEAR1.1	0
AC105206.2	0
BX255925.2	0
ANXA2	0
KHDRBS1	0
AC091810.1	0
STAT1	0
SREBF2	0
ATF5	0
MIR646HG	0
SYNJ1	0
DENND6A-DT	0
ARHGAP45	0
NFIX	0
AC096667.1	0
KRT18P2	0
AC006581.2	0
AP005264.1	0
GPATCH8.10	0
TP63	0
MCC	0
LRP1B	0
AL022326.2	0
SPN	0
AC106734.1	0
SCAF1	0
OBP2A	0
NEK9.5	0
AK3P2	0
TAOK2	0
CCDC168	0
YBX1P6	0
EML4.1	0
NFATC4.2	0
PIK3R2	0
DENND4A	0
ZNF703.1	0
DHRS2	0
AP003117.2	0
AIF1	0
GPR132	0
AC018511.5	0
IFNA14	0
GTF3C5	0
NPC1	0
PDE6D	0
CIR1P1	0
PLOD3	0
SMARCC2.1	0
WDR44.6	0
RNU6-611P	0
AF279873.2	0
AC025458.1	0
AC108863.2	0
AC006487.2	0
CXADR.1	0
LINC02157	0
RPL5P20	0
AKAP12.25	0
AC008267.1	0
AC023095.1	0
USP17L8	0
XPO5	0
PRPF4B.2	0
ADAM19	0
MSX2	0
RPL18AP2	0
LASP1	0
CBX4	0
SIPA1L2.11	0
FERMT3.1	0
KCNIP4-IT1	0
RNU4-5P	0
CTNND1.31	0
SMG9	0
NDUFB8P1	0
AC034238.2	0
SLC35F3	0
ABI3	0
CDK15	0
AP000553.1	0
ZNF84	0
AL161729.4	0
AP001208.1	0
AC119673.2	0
ATF7IP.1	0
AC025287.4	0
RN7SL445P	0
GPATCH8.8	0
AC097713.1	0
P2RY14	0
LIPN	0
SKIV2L	0
LINC02698	0
H2AZP6	0
L3MBTL1	0
AC078816.1	0
MAPKAPK2	0
AC112715.1	0
AC006509.2	0
AC092171.5	0
CDC42P3	0
IGKV1-6	0
MIR200B	0
ZNF574	0
PTBP3	0
CBX1	0
ADH5P3	0
AC008915.3	0
LINC02536	0
NFRKB.1	0
KEAP1	0
ADCY6-DT	0
hsa-miR-369-3p	0
AC011472.1	0
hsa-miR-335-3p	0
PARP9	0
RBM12B.2	0
MIR7-3HG	0
KCNK9	0
PIMREG	0
NUP98	0
PGM3	0
AL031432.1	0
CHD4	0
TOLLIP	0
AC005089.1	0
AC106872.4	0
SAFB.2	0
AC079921.2	0
AGAP14P	0
AL139423.1	0
TCERG1L	0
hsa-miR-374b-5p	0
AC009133.4	0
CA12	0
AC008568.1	0
WARS1.1	0
MEDAG.1	0
MR1	0
LINC02441	0
CTTN	0
TLN1.28	0
FAM126B.7	0
AL158201.1	0
SLC27A6	0
AL583810.2	0
U62631.1	0
SNX30	0
IRS2.16	0
STK11IP	0
EIF4ENIF1.4	0
EIF2S3B	0
SLC20A2	0
DTX4	0
hsa-miR-373-3p	0
SLURP1	0
STX18-AS1	0
PTMAP8	0
CRYBG3.1	0
AP000355.1	0
hsa-miR-513c-3p	0
H3-2	0
ZNF415P1	0
CD72	0
TNS1.75	0
AC093775.1	0
KANSL1	0
L3MBTL2	0
DENND1C.4	0
DROSHA	0
AC093281.1	0
AC010333.3	0
hsa-miR-4752	0
SCPEP1.1	0
OR51R1P	0
SPEN.36	0
ESX1	0
SPIN1	0
OR3A1	0
SUPT6H.5	0
VN1R54P	0
GYG1.1	0
AF287957.1	0
SNX5P1	0
DEFB124	0
AC243830.1	0
AL022319.1	0
RNFT1-DT	0
ALOX12P2	0
ARHGAP17.2	0
AL662791.1	0
DIO1	0
SORBS3.4	0
IGHV3-72	0
TTTY21B	0
CXADRP2	0
SNORD15A	0
AC244034.1	0
AL078624.1	0
AC008620.2	0
C1DP2	0
SLC26A2.5	0
SMC1A	0
TRIM28.12	0
AC008799.2	0
BEX3	0
VSIR	0
LSP1.1	0
SYF2	0
ZNF358.4	0
CTNND2	0
TIMD4	0
AC133552.2	0
GSK3A	0
FOXK2	0
ITPRID2.10	0
hsa-miR-6125	0
HLA-DRB5	0
SMG1P2	0
PLEKHA7.1	0
ADCYAP1	0
IGKV3-20.1	0
AP001148.1	0
SNTB1	0
NPIPB15	0
MIR4527HG	0
CYTIP	0
TUSC7	0
AC009027.1	0
KRTAP10-3	0
FGD2	0
DCAF15	0
ZFAND6	0
LINC00566	0
AC107871.1	0
CETN4P	0
USP17L10	0
FAM90A7P	0
RETREG1.2	0
CPSF2.1	0
MYH9.10	0
AL008628.1	0
CAD.5	0
GANC	0
STAT4	0
ARHGAP25.1	0
TUSC3	0
ZER1	0
DHX40P1	0
AC087392.2	0
PGM1	0
IFIT5	0
AL355073.2	0
RPS14P8	0
RN7SKP141	0
AL162632.2	0
AL590705.2	0
LIPK	0
USP7	0
ELOA3B	0
FIZ1	0
TRPV2	0
AC107918.3	0
PATL2	0
RPS26P52	0
PPDPFL	0
RBM38	0
AC131025.1	0
TSHR	0
AC006441.2	0
GAMTP2	0
AL359633.1	0
IGBP1P3	0
RAP2CP1	0
ZFP36L1	0
VIL1.7	0
CLCC1.1	0
EXOSC6	0
PRLHR	0
LNPEP.1	0
GBP6	0
hsa-miR-6773-3p	0
RPGRIP1	0
STRIP1	0
AC093732.1	0
TPGS2	0
CAVIN1.7	0
OR10J3	0
AC092807.3	0
RN7SL836P	0
LINC02507	0
HSD17B8	0
OR7E8P	0
AC123768.1	0
GATM	0
PMF1-BGLAP	0
STK11	0
AC010776.2	0
CNOT2.1	0
AC133065.3	0
MED16	0
LGALS8	0
GIMAP8	0
ZFPL1	0
IGHV7-27	0
AC104260.2	0
AC007551.1	0
KMT2D	0
LINC02317	0
AL138847.2	0
IRF2BP2.2	0
SART1.4	0
DPP8	0
PRPF4B.3	0
FOXK2.5	0
AC087623.3	0
AL451137.2	0
INPP5E.1	0
BOD1L1.11	0
RBMX2P2	0
MAP3K1.1	0
LHFPL2	0
LRRC41	0
MAST2.4	0
AC138207.1	0
OR2AI1P	0
AL844908.2	0
AL118496.2	0
PLEKHA3.1	0
TRIM16L	0
TEX45	0
SPOCK2	0
SPAG1	0
URI1	0
SAC3D1	0
AL359258.1	0
GTPBP3	0
AL353597.3	0
RASAL3.11	0
SELPLG.1	0
UNKL	0
TLK1	0
SMIM38	0
AC011247.1	0
LINC02289	0
SRRM2.116	0
TIMM13	0
IFITM3P2	0
RNA5SP39	0
AC025165.5	0
ZNF821	0
PLEKHG3	0
BTN3A3	0
MS4A6A	0
